cWT9*!S#PXIxdOCdJh,2
amit77544,1
1234563,0
Database@252,1
Tsy@*Nw!elhD,2
c^9aQzqRwPhcs,2
so^UjVYmRMPru3!Ow,2
TCwWNLqwaYexOCn@s,2
Data3909,1
Prashant196,1
developer!405,1
security$369,1
learning231,0
password123,0
Security6161,1
pooja93340,1
ugmQAy0*HKMEmgY,2
!tgUa2lL9zmdAvLk,2
Science@492,1
computer379,0
1234564,0
security828,0
hX%1&8E8MkYe#,2
sp5wvByqf2k3zsHO,2
1234564,0
cloud$125,1
123456789,0
mK&S0HX!8ewJZsZeYQ,2
secure,0
developer92250,1
1234566,0
computer,0
rohit68,0
dwyzhFe6gUzJV7#Y,2
machine457,0
SSuHlKdXguBCCAI0,2
b8qwbCGNJ2WS,2
Developer3585,1
learning,0
secure,0
Computer2466,1
Ord@LH1ZXeyRC&8,2
Amit4928,1
Secure@837,1
database,0
Neha4827,1
j8y#pW^M0gtrzR06,2
python,0
1234562,0
computer649,0
Rohit@48,1
arjun196,0
Machine2122,1
database,0
arjun45922,1
abc123,0
vpUeWG&ggncgo14W,2
database,0
arjun87832,1
Science8391,1
amit624,0
vikas!571,1
dragon,0
@tl$jmGD6LH7gmwfL,2
Arjun5133,1
security,0
python,0
vikas56278,1
analytics822,0
machine30,0
Science@57,1
1234565,0
m3F9SXtgbu#8@vj!P,2
science564,0
machine459,0
learning!115,1
Python@10,1
A6RUgC6Q8U5omCaR,2
Sneha4793,1
qwerty,0
pooja$230,1
welcome123,0
Prashant9665,1
9$wwqnXP#X1FJYR,2
Prashant@432,1
BzALSqw#*PoT91&K2,2
prashant26,0
Security4705,1
computer5234,1
E$KgWX1OgbGz4CV,2
zyL5wjxw$pWf2JHq,2
user123,0
learning631,0
TjO^Cx%i#u1*&ZlS,2
1234569,0
ankit16036,1
FfPWoXG*Kd%V$$5!,2
amit329,0
aiAB2nA&3jtd6Qel,2
rohit814,0
Rahul@655,1
abc123,0
jT#nLMlK4WYd,2
Security@149,1
neha981,0
password123,0
computer28752,1
india123,0
jLiGmz!QTqEmKiy,2
rohit44036,1
UO2vaOFC3JUrQ975,2
Machine7988,1
Secure8834,1
rahul833,0
developer,0
analytics#147,1
lYU#bEv$r5uws9Tf,2
amit65,0
UX86ffPn%JH*wWWUj%,2
Technology@425,1
rohit1864,1
arjun659,0
Pooja@245,1
dragon,0
password123,0
hvHx%ZcKkB589,2
1234562,0
vR6iDWXqncz%#1,2
1234560,0
pl9q*a3%1Vf^2D9WSm,2
Secure4180,1
Pooja8918,1
p%aWAO0Unt2GH&2U,2
YA09wV9GNSYrpD,2
Vikas@229,1
guXals83liHCVkeX,2
pooja38548,1
Prashant185,1
%DveUEaulJZTYZz%,2
1234568,0
database@475,1
Hw0#nj#LRo$G,2
G4W9FR66d9oHiWCDO0,2
Amit@727,1
developer,0
learning953,0
amit894,0
tnpk@a*f9VO@J!,2
football,0
29*e#SYw6p%6ObbAWm,2
Database@571,1
pooja48962,1
vikas$296,1
learning,0
science150,0
data,0
Machine4121,1
analytics860,0
Developer5924,1
science90074,1
database$803,1
vikas294,0
rahul54054,1
Analytics@678,1
YI4U%50vxcqEGkAvY,2
developer56,0
knHtkXNDFK4qq^vdeT,2
rohit#571,1
analytics647,0
&NS9*Dl4NU0HtMba%,2
cloud705,0
Cloud7062,1
y03YFuXWCHk2E%,2
IK&I0yixrLo65I!yPc,2
arjun23,0
cloud12822,1
Rahul5114,1
data$83,1
cloud125,0
analytics27106,1
Technology5123,1
rohit27047,1
1234564,0
1234567,0
data,0
neha661,0
analytics#834,1
data257,0
ankit72137,1
P7Jui^t5LH*U6a,2
xcUEPi&Xy^@tKP0,2
science69576,1
1234560,0
Arjun@648,1
learning504,0
1234560,0
amit97246,1
mD&Xyy^Fw1nT,2
vikas@573,1
u&4TOPV03PE*BW,2
GU55YaeKc%rMaMCBO,2
arjun524,0
1234565,0
1234566,0
123456,0
MeWkhQS31pDbWgN^f,2
Ankit9265,1
prashant!237,1
Technology2435,1
HkZ#3qr9z!Yz^FF,2
machine92,0
Database5716,1
security81769,1
Python3835,1
password123,0
Vikas@470,1
1234564,0
Pooja2325,1
security#64,1
123456,0
computer,0
pooja@522,1
cfF^NQ!YucSTTME#J,2
pooja912,0
1234566,0
D1Et2NQ5*qAr*zrN^r,2
Secure9264,1
technology327,0
prashant20917,1
vikas632,0
DdTk9r#8VxX!8,2
cloud,0
analytics@959,1
P6F2ZfWOY&^e%n5,2
Python4035,1
%gyL4YMK7v2Lg%s,2
sneha12854,1
rahul60098,1
Data4107,1
1234566,0
WWfvQtuswg1NN,2
machine16408,1
1234567,0
machine676,0
Prashant@624,1
AgxshSeseMQlgn1wu,2
pooja@999,1
elMPVWi2iL8rpJ,2
Amit6789,1
analytics,0
pooja35034,1
@%@@xDLyapd7pA10,2
neha574,0
Developer1121,1
neha406,0
welcome123,0
developer918,0
Python8547,1
technology,0
data585,0
india123,0
rahul@390,1
Computer8613,1
sneha519,0
sneha751,0
1234566,0
password,0
Prashant@543,1
secure546,0
1234569,0
A*SOIsKFvjNR,2
gqd8gnXgl2Yw5TN,2
computer11295,1
learning660,0
secure935,0
welcome123,0
rohit23387,1
ZnPjM&7Z0EFu,2
technology$813,1
R*Ewj!o7Pm4wNZinWP,2
Sneha1017,1
computer631,0
technology936,0
data2064,1
Python@64,1
computer,0
technology58041,1
secure#870,1
rohit138,0
arjun@667,1
vikas@475,1
5XTCx2a@E#I0*Uee9V,2
database,0
amit!261,1
1234565,0
machine752,0
Machine@46,1
1234564,0
data,0
1234561,0
analytics,0
rohit819,0
t@0XE4vASgHogv7Z8M,2
Ankit@709,1
secure,0
fm&T3IQIImGY7Ey%R,2
welcome123,0
science14619,1
developer5461,1
pplqWxoxGL7j6J2PG,2
123456,0
developer58747,1
w!ns*3Bn4HnejjG,2
Cloud8164,1
Developer2493,1
!93Zi*CaX9p&TQMZh,2
security,0
learning196,0
sneha87,0
qwerty123,0
N@&5ceRhRfZpB%6&t,2
jes!c8fFqbwgN,2
monkey,0
Pooja@833,1
learning90664,1
python281,0
letmein,0
12345678,0
python,0
Vikas@139,1
0Ewex@lMS1aEyp^,2
developer520,0
technology153,0
security292,0
learning6677,1
python917,0
P1zPDoPDmE0zWCj8,2
g3sB6wXVr6yTIzQ,2
data114,0
security29816,1
Dl0%!B87Jb2FF,2
Rahul9503,1
python!445,1
Vikas1615,1
Computer2184,1
1234569,0
data,0
Vikas@82,1
L2I*AkQh$Ugo,2
database82151,1
iArQE*o9ACPTI#2Jg,2
developer540,0
&L5Viy6lkYwKjnvJo,2
science,0
arjun#440,1
cloud,0
neha#507,1
Machine@929,1
neha995,0
Machine@643,1
1234565,0
data,0
Secure@562,1
analytics,0
learning723,0
Neha2419,1
Python2294,1
Pooja3620,1
y^CJzck&5l$Yy!O$h,2
technology$388,1
Cloud4673,1
secure168,0
1234567,0
Data@100,1
security61570,1
Machine@53,1
Ankit@37,1
sneha17276,1
Vikas4019,1
U93H8pV$cHuhsO7rT,2
password123,0
machine84747,1
data,0
arjun13561,1
security,0
1234563,0
^&o16joqc9SNUr4%R,2
rahul763,0
Secure3448,1
password,0
h8pGfiMbmpAzxSdl,2
1234568,0
1234560,0
ankit176,0
8Ux4nxTW2B$D0oOp7o,2
@UKfkP@oXK6N4,2
science878,0
security!415,1
kpsYZnviUzRzZpD2@,2
vikas$374,1
!$Js6npG!@Drdmg,2
rahul996,0
pooja$821,1
1234565,0
e3pX5OW46eew,2
Mv!3rNX!o!*88u#hY,2
Rohit@641,1
Python@56,1
neha$109,1
database47041,1
Neha@77,1
1234566,0
Ic8cOWXPm!mAR@#,2
Security4917,1
KHgMZClmRIi^8,2
Computer@677,1
Arjun@214,1
6xc%x@B7I&3h%zU7,2
technology308,0
data55059,1
arjun31950,1
analytics498,0
Sneha616,1
developer!996,1
secure888,0
Arjun1489,1
#p%^G@lEpOQXE2Bsn,2
qwerty123,0
ankit!334,1
arjun@381,1
Machine355,1
admin123,0
E4XbYGMlEMAu4O0eJk,2
Rohit6775,1
security,0
vikas@655,1
password,0
1234562,0
learning63700,1
PKzk1VxYWCccDl7zHv,2
machine,0
developer446,0
secure295,0
secure745,0
secure242,0
analytics88,0
1234566,0
data74007,1
Database@831,1
WMYVqfwHv#@R7qlO,2
sHoOfq@JU3KHH%O,2
security@579,1
science,0
1234565,0
Prashant@876,1
1234564,0
a^x1jF@mQdKpY,2
neha!93,1
Prashant4422,1
PqBgKPhjWlZGwEZ,2
amit167,0
1234564,0
developer205,0
rohit$102,1
Pooja3063,1
7Ct@^^kL73k9Mt,2
1234560,0
computer423,0
GTGk#co7wxYfk1MO65,2
HRxBxkHn3&caYobv96,2
Arjun@508,1
Machine1445,1
learning149,0
lM7s82covt4!8,2
monkey,0
cloud$435,1
Le!Z!$!Dh^c2OiI1,2
science#469,1
ankit744,0
R7qLX1U8uAKl9,2
analytics104,0
Analytics@58,1
Arjun2608,1
rahul81945,1
Developer@797,1
database52,0
12345678,0
vpAUuL4#@mtU,2
Secure2024,1
developer,0
database20871,1
computer,0
monkey,0
data445,0
learning,0
Technology@748,1
arjun626,0
4SZzMke&QXq%*KBl,2
N%Rucd*HEM2#ohVH,2
pgp5Ma6RE&DSMK,2
rW%FnP%yU6ms20klh,2
secure!388,1
%YH@24!1us#q!6q$,2
B68euVp0opVL,2
security,0
Cloud@812,1
Computer@510,1
machine,0
rohit@526,1
arjun#101,1
analytics!991,1
Sneha@734,1
pky*g%y8#cp&xcJAF,2
k&PZf!cR3x1d^OW,2
data14019,1
admin123,0
xdhMXmOs0PHWpg,2
analytics521,0
developer417,0
iloveyou,0
1234561,0
technology252,0
fa7Lvah9IGWSB$K,2
qwerty,0
computer,0
sneha99657,1
learning61266,1
1234566,0
Technology8826,1
Arjun@842,1
security17353,1
Cloud@30,1
vikas641,0
database37799,1
science75593,1
wiqiqHD%Jyc&G6a2g,2
Rahul@134,1
fCgJ1&5OaYyQkdC2jF,2
qwerty,0
Rahul@826,1
1234565,0
1234567,0
rahul939,0
monkey,0
computer99,0
1234566,0
Rd6%Qynnbiyq,2
T194xFrfhqN3$T,2
Neha@160,1
database68853,1
g2SzzziRy87QQM1Qun,2
python29757,1
analytics753,0
cloud,0
secure,0
amit203,0
Ankit@210,1
learning,0
1234562,0
ipsqyy&WVO2Ffy&,2
secure33397,1
!Ak8iv$X$V@%7wPV,2
9@8IZeACz5EYBN2Wu,2
developer!312,1
Df7$R25730V@OI,2
Cloud2952,1
Data@535,1
security,0
ankit310,0
*HbMKSZZb8$tY,2
developer602,0
learning@449,1
1234562,0
technology,0
technology,0
neha75393,1
1234569,0
technology$202,1
welcome123,0
12345678,0
computer,0
6hV%bvP0Yuoq,2
9iXAqAN38uNz#6J,2
1234563,0
Neha8053,1
sneha46453,1
analytics$478,1
database,0
iB@0pVjn#P05vG,2
python655,0
Technology3195,1
sneha497,0
Secure7723,1
wLp&YvjbIt4T,2
qwerty123,0
nXN4gagWzFVEzlc1d,2
amit697,0
pooja525,0
*Y2pDBnTPwbZO,2
1234564,0
python#795,1
python615,0
welcome123,0
cloud77681,1
bDcpNE2FkhrV@Lzt,2
Computer@955,1
technology41,0
cloud97059,1
FCW%Px4ai!iy,2
amit129,0
prashant437,0
secure293,0
computer387,0
rahul80874,1
Cloud@884,1
twGW7N6KW9jQr8zt,2
database743,0
Rahul@392,1
0epXuy3GS$!V,2
science,0
ankit620,0
ubolXYk%y2v2GM#&,2
Neha@431,1
admin123,0
1234566,0
Sneha@451,1
developer972,0
BxzhxyH04nvkLkWpJi,2
Cloud9605,1
password123,0
developer986,0
Learning@354,1
Analytics5928,1
learning1404,1
developer,0
Pooja@433,1
rahul993,0
ZkS28mXLys%#eq@,2
welcome,0
Arjun8868,1
rahul165,0
arjun@954,1
welcome123,0
technology86710,1
1234565,0
1234566,0
science868,0
database@119,1
secure858,0
Secure@159,1
amit36841,1
machine8708,1
rohit878,0
learning485,0
data96257,1
mqPgM6ur49LsABz,2
technology880,0
arjun8383,1
machine445,0
prashant247,0
vikas$291,1
cloud16286,1
1234561,0
sneha661,0
welcome123,0
Ankit8798,1
1234560,0
learning6130,1
1234561,0
Database@443,1
analytics144,0
Amit5779,1
rahul193,0
BTJq2jGHWuZ6kG2s,2
jIyV$u1tO3WdF,2
admin123,0
Sneha@941,1
computer993,0
12345678,0
KImgvOXxS&Z9qH,2
data,0
amit695,0
database#985,1
DNlN0OlkjElvhkK@b,2
Arjun8344,1
Cloud@17,1
1234562,0
developer362,0
technology49927,1
pLM9LHBaYBN$e7!hTa,2
QMTnaSxZTbm3!zk,2
t0p!atGC8YVMU2x&,2
science87019,1
rahul48085,1
Python2200,1
secure122,0
qPZ#XqoncqtS#bE,2
database,0
rohit57223,1
prashant885,0
vikas92900,1
secure197,0
cloud,0
admin,0
science#738,1
rahul187,0
Rohit@113,1
Database5486,1
qQUU^VEJAXlnqpfyy5,2
arjun634,0
tfqy1GSU5p3i91^#c,2
india123,0
sneha702,0
Amit@808,1
1234560,0
Amit@320,1
vCf&ELfsJrIg,2
cloud,0
Data@749,1
Python@234,1
database,0
A4CPIAYt5D3Vs9l@,2
rohit836,0
cloud@847,1
isj2F6Zm^rbmW,2
cloud2776,1
admin123,0
Rkzr94uNQ9tFh*I*p,2
prashant558,0
computer,0
data,0
Data5477,1
w2^Qx2tMKSnI@,2
developer1285,1
Secure6409,1
database,0
analytics435,0
QrFX1@&&@&&DXk1^Cl,2
rahul209,0
neha370,0
FAChrpsWd2Vgnj9,2
udsUskFjb1tx8r^M80,2
Prashant226,1
w#ubY26H#ND2uIl%Wq,2
1234568,0
sneha321,0
secure,0
QdEKu*niBbNyzeEIkf,2
9fgOlNbTKY#yOYTqmQ,2
amit@34,1
neha@708,1
amit906,0
%R5qRLU3fXEAjt@m,2
technology917,0
1234564,0
database$274,1
Prashant@592,1
Technology@949,1
OVk0#5HfhFbtnLWuZj,2
1234567,0
science!949,1
computer#360,1
cloud559,0
qwerty123,0
Rahul7766,1
Developer4139,1
technology$902,1
Hxgl2RMvzS198,2
u3TXbzjsPObt6s@Oo,2
developer95671,1
sneha13772,1
Vikas@625,1
qwerty123,0
machine$674,1
Rahul@858,1
sneha439,0
WK3Kmlnlc0n@*m4,2
eL1BC6Woz8pS70Ya,2
analytics#324,1
1234565,0
Qv3EYyYg2qXwZO,2
3Dmq#pYHuPAll,2
1234560,0
Wdq6TxECMy&F,2
Developer857,1
no6pnsKHxlj@UAYm!c,2
data@713,1
learning22116,1
epRS9*au%Gpyd&c%$,2
neha118,0
analytics,0
L7@3$ZyGwzJYnNvA!,2
Prashant@775,1
X2zTVi5ve$G0,2
pooja47170,1
Rahul@261,1
Secure5161,1
computer75379,1
XKB^BnJj13OO,2
analytics48,0
sneha176,0
Kca7KqZe&^fR,2
technology,0
Database6569,1
Machine@879,1
dCgbrnP3Cvly,2
Ankit90,1
security705,0
vikas19056,1
Secure9580,1
E9!JP9ClHLkTFAjj,2
python@489,1
1234568,0
machine86890,1
machine526,0
123456,0
prashant763,0
Cloud@553,1
1234566,0
Amit5477,1
1234562,0
Amit9962,1
amit118,0
machine717,0
science97196,1
qwerty123,0
arjun930,0
prashant171,0
dragon,0
vikas361,0
science3279,1
vsmmMQ5!S*G!GU6b,2
Machine@803,1
cs0CsT@dF3UAlyWnJ,2
^wHSQY1JNyf%Rp3,2
neha38802,1
arjun69575,1
rohit#25,1
machine,0
cloud,0
Amit@986,1
secure225,0
Analytics@418,1
Pooja@587,1
zGr1zMNkM7*xW,2
Science@462,1
Database7016,1
1lrMF$Vq*LgY,2
technology896,0
123456,0
Neha7898,1
rohit576,0
sneha!834,1
zoiatp%mFAn8d#4Yh,2
data,0
4p3scxsEv$*z89LLm,2
VJYXn712sdK6pXb,2
e4fTr76JbuT##A,2
vikas52199,1
Sneha@480,1
data50351,1
#^HqPSZifduDmn@8P,2
database914,0
cloud868,0
pooja!725,1
secure@268,1
arjun30556,1
rahul645,0
1234562,0
Computer@857,1
pooja!459,1
Data9334,1
analytics79838,1
developer93179,1
Data8765,1
o8HdeR1HzQhrAQhE@,2
user123,0
Pooja1330,1
learning359,0
analytics@557,1
technology387,0
Ankit@458,1
computer58216,1
1234568,0
python59,0
security,0
india123,0
ankit65871,1
vikas49094,1
O*#ngS0!JkAr%D,2
ankit17088,1
Sneha7444,1
Developer@317,1
@cWX4fCAWx3&gNe,2
SdRHBdR32hnXK&72%H,2
science,0
data#594,1
india123,0
secure868,0
Cloud@487,1
Sneha9129,1
pooja42160,1
developer65871,1
1234562,0
Neha@576,1
cloud71836,1
Science1279,1
learning426,0
secure#353,1
Rohit4827,1
Secure@118,1
$SBWetWkjC#1&p^g8,2
4OIyLFQFUD6OoE40,2
Data@527,1
pooja59847,1
0rHKROpk01#s@,2
1234564,0
science5466,1
developer,0
database,0
nfjT5053L9rx$kta,2
V6WP4w$JmDM@Rg%^,2
2KPXOwsfA3%JOmSK,2
analytics,0
Pooja1748,1
1234560,0
ya!dVAK24%q6Lop43@,2
Data2251,1
1234567,0
python,0
rahul972,0
CzH8t!x@Kqzl%Ba,2
data74103,1
computer,0
Amit@870,1
Rohit6435,1
12345678,0
neha677,0
Rohit@713,1
Amit@72,1
Technology7250,1
rohit!325,1
Analytics9389,1
Qq*ccWlQTig%AU&z,2
database,0
Rahul3542,1
password,0
welcome,0
Science@420,1
123456,0
python754,0
security,0
Prashant@280,1
Data@584,1
FWc@YV*n5CdYD5V9,2
NQskmvA!FksZ,2
8%Dh@G0NRteP0aIA!*,2
Learning3872,1
1234562,0
cloud907,0
football,0
Science@747,1
vsL%AV%G87AQrv,2
8bO1wt8iaNyzm&6Qm,2
sneha609,0
sneha#850,1
NVZG*zjtnBJwHnq%X,2
neha80269,1
amit94,0
cloud!150,1
arjun!256,1
Technology7783,1
BvJs34!Gp3SwdU7S2B,2
yWVwbz4U^yaNQmVG,2
IeJ9YfGJhd86,2
Security@905,1
india123,0
Science928,1
ycQOvU%bZ1hiy#,2
prashant177,0
waNJSpR7l7lolxl,2
vikas642,0
prashant95932,1
rahul389,0
0CyIzwLH4Hl!TU,2
sneha@47,1
vikas216,0
vikas73300,1
computer35189,1
secure#587,1
PnTbu18QRmxT,2
security!459,1
3Z8FGVR9ZMfD#n12,2
neha78735,1
Pooja@984,1
data821,0
security1110,1
Machine1326,1
arjun866,0
science73067,1
Arjun6175,1
Secure@419,1
Pooja6462,1
1234565,0
vikas770,0
Computer@319,1
sneha#328,1
Python4286,1
data!681,1
qwerty,0
sneha!320,1
Sneha@836,1
vikas71126,1
Ankit@91,1
z$63g7Kfp!6UgV,2
Rahul@313,1
welcome,0
Te&YFwk&mqs@,2
developer@950,1
data624,0
kRM2ZcxGk3oyHM$*F,2
science,0
cloud,0
cloud28149,1
developer79522,1
machine295,0
Q*X8bRROS4t7@A&,2
abc123,0
Ankit@222,1
Prashant@169,1
1cK!EW&qWpmYBBo,2
wuZ0TB1JOUnO#&,2
CZ@7K5uwZKa&Q7w,2
abc123,0
r#k0cPFv8lVcX,2
yu6VEw8zPqLidA76,2
1234567,0
india123,0
computer,0
&d49hLYfUZ$4,2
Science1707,1
data935,0
database76,0
database,0
ers%KdCVULNuN8,2
Arjun@771,1
Developer@881,1
database521,0
Pooja@669,1
W!v^9w9WbiRCNA,2
ankit624,0
rohit75633,1
1234565,0
admin123,0
neha33502,1
cloud,0
prashant928,0
1234561,0
python453,0
1234564,0
pooja882,0
6aG0I@wQ#9$KMH&FRJ,2
N4ox!aO$8@uwi3Mm,2
learning24941,1
welcome,0
pooja75843,1
data,0
1IDH8MVsNQTO5N2,2
1aZh0Tr6JczAGLV,2
pooja810,0
arjun451,0
rohit!809,1
Analytics4599,1
welcome123,0
secure43538,1
ankit588,0
Neha8965,1
neha981,0
Prashant@380,1
pooja$447,1
python#26,1
developer,0
vikas95,0
l7yj3J75tQjxR6^3cZ,2
aXcbCP2tHCP&6z,2
tysANxmd&fq*Si,2
learning87267,1
developer29473,1
Science6155,1
Prashant6550,1
arjun936,0
security768,0
1234564,0
monkey,0
Database5088,1
rohit37007,1
developer160,0
science,0
u1ww%txUoud@ANZ,2
Developer5270,1
python54432,1
12345678,0
Prashant6810,1
Rohit@141,1
m9@zqC$qsCkmZKnFC,2
Security@737,1
data594,0
rohit15,0
Learning@502,1
1234564,0
science86912,1
Learning@477,1
iU2d*qmD6opLqS,2
prashant73521,1
Amit3202,1
1234568,0
neha553,0
security90180,1
2zJgZLX%187PrMaj,2
Vikas9115,1
data783,0
iloveyou,0
rohit915,0
monkey,0
^n8D4Mp*6tjRIf,2
developer83168,1
Machine@115,1
cloud,0
Sneha8330,1
analytics227,0
science$631,1
1234561,0
learning727,0
vikas$882,1
%eZ3dBxdQmL0d6GTST,2
sneha803,0
arjun664,0
Data@641,1
analytics655,0
sneha360,0
1234568,0
Ankit8828,1
1234565,0
Technology2189,1
Analytics@261,1
science252,0
cloud879,0
rahul73250,1
ZXHUH3VUEO*TjrPF,2
qm#8&OnDSC7Ig64@,2
ivc5hS9siTiJGd!,2
Vikas@230,1
Analytics@978,1
india123,0
^0uyFwxd@pQl,2
computer825,0
secure24984,1
developer12892,1
analytics,0
rahul571,0
1234560,0
iwy@x&BSmtVw4w,2
4de&pNLnSx%vm,2
computer#970,1
